name,alt_name,ra,dec,vmag,class
HR 8366,,329.095,-37.2536111,5.46,STAR A2V
HR 6685,89    Her,268.855,26.05,5.46,STAR F2I
HR 247,,13.16920833,-24.0058055,5.46,STAR K2III
HR 7460,42    Aql,294.4470833,-4.6475,5.46,STAR F3IV
HR 1842,33    Ori,82.81041667,3.29219444,5.46,STAR B1IV
HR 5741,,231.5725,34.33580556,5.46,STAR K4III
HR 6894,,276.7245833,-48.1168888,5.46,STAR K0III
HR 1856,,82.53958333,-47.0778055,5.46,STAR G3IV
HR 3494,,131.6275,-45.9128055,5.46,STAR B3I
HR 6818,,273.9695833,-44.2066944,5.46,STAR G8III
HR 692,,35.50579167,-10.7778055,5.46,STAR F0V
HR 7901,75    Dra,307.0607916,81.42280556,5.46,STAR G9III
HR 5142,82    UMa,204.8767083,52.92138889,5.46,STAR A3V
HR 2607,,104.3912916,-24.6306111,5.46,STAR
HR 8561,26    Cep,336.7720833,65.13219444,5.46,STAR B0I
HR 3641,20    Hya,137.3979166,-8.78780556,5.46,STAR G8II
HR 5680,,229.7037916,-60.4963888,5.46,STAR O7III
HR 1847,,83.05920833,17.05811111,5.46,STAR B7III
HR 8452,38    Aqr,332.6562083,-11.565,5.46,STAR B7III
HR 2758,,109.0604166,-15.5858055,5.46,STAR A2V
HR 4870,Iot Oct,193.7442083,-85.1233055,5.46,STAR K0III
HR 5564,15Xi 2Lib,224.1920833,-11.4096944,5.46,STAR K4III
HR 1304,,67.50041667,83.34061111,5.46,STAR G8III
HR 5552,,222.86,59.29388889,5.46,STAR K4III
HR 1254,,60.98579167,8.19719444,5.46,STAR F2V
HR 4815,26    Com,189.7804166,21.0625,5.46,STAR G9III
HR 6829,Phi Oct,275.9004166,-75.0441944,5.47,STAR A0V
HR 5954,49    Lib,240.0817083,-16.5333055,5.47,STAR F8V
HR 2163,,91.63329167,-23.1106111,5.47,STAR A0
HR 3777,,141.7767083,-71.6021944,5.47,STAR K2III
HR 1629,Eta Men,73.79670833,-74.9368888,5.47,STAR K4III
HR 3683,24    Hya,139.1720833,-8.74469444,5.47,STAR B9III
HR 3821,,142.9012083,-73.0808055,5.47,STAR K4III
HR 702,24Xi  Ari,36.20420833,10.61061111,5.47,STAR B7IV
HR 7720,66    Aql,303.3079166,-1.00938889,5.47,STAR K5III
HR 7454,,294.3932916,-14.3016944,5.47,STAR F5V
HR 6686,,269.1987916,-4.08188889,5.47,STAR
HR 7228,Sig Oct,317.1925,-88.9563888,5.47,STAR F0III
HR 3502,Eta Cha,130.3312916,-78.9633055,5.47,STAR B8V
HR 982,30    Per,49.4475,44.025,5.47,STAR B8V
HR 4280,,165.0612083,45.52611111,5.47,STAR K5III
HR 3432,,129.3282916,-62.8536111,5.47,STAR K0III
HR 4231,Del1Cha,161.3154166,-80.4696944,5.47,STAR K0III
HR 8557,,336.5032916,70.77080556,5.47,STAR
HR 6484,75Rho Her,260.9195833,37.14669444,5.47,STAR A0V
HR 4906,,193.8307916,-42.9158055,5.47,STAR M0III
HR 851,Eta3For,42.66829167,-35.6761111,5.47,STAR K5III
HR 6164,,249.0937916,-42.8588888,5.47,STAR O9I
HR 7893,,310.0825,-33.4318888,5.47,STAR K1III
HR 3326,,126.4662083,-42.1533055,5.47,STAR B3V
HR 258,36    And,13.74170833,23.62830556,5.47,STAR K1IV
HR 885,,44.95791667,47.22080556,5.47,STAR G5III
HR 1063,,53.03579167,48.02361111,5.47,STAR B8III
HR 1971,27Omi Aur,86.475,49.82638889,5.47,STAR A2V
HR 1252,36    Tau,61.09041667,24.10580556,5.47,STAR G0III
HR 6804,,273.3025,-41.3361111,5.47,STAR B2III
HR 8552,Nu  Gru,337.1632916,-39.1318888,5.47,STAR G9III
HR 8005,,313.4745833,33.43780556,5.47,STAR
HR 1821,118    Tau,82.31870833,25.15061111,5.47,STAR B8V
HR 3698,,140.4304166,56.69919444,5.47,STAR M4III
HR 3354,2    UMa,128.6507916,65.145,5.47,STAR A2
HR 2703,,108.3475,51.42888889,5.47,STAR M3III
HR 2125,Kap Men,87.56958333,-79.3613888,5.47,STAR B9V
HR 5026,,200.1575,-52.7481111,5.48,STAR B6V
HR 4439,,173.0867083,61.0825,5.48,STAR F8V
HR 4209,52    Leo,161.6054166,14.19469444,5.48,STAR
HR 4768,,187.9179166,-59.4238888,5.48,STAR F7I
HR 3939,,149.9654166,56.81188889,5.48,STAR K5III
HR 1585,,74.34291667,17.15361111,5.48,STAR
HR 8030,18    Del,314.6079166,10.83919444,5.48,STAR
HR 1202,30    Eri,58.17329167,-5.36138889,5.48,STAR B8V
HR 6288,27    Sco,254.2962083,-33.2593888,5.48,STAR K5III
HR 3440,,129.8492083,-53.4396944,5.48,STAR B5V
HR 4781,21    Vir,188.445,-9.45188889,5.48,STAR A0V
HR 4488,24Iot Crt,174.6670833,-13.2018888,5.48,STAR F7V
HR 1722,,79.56629167,42.79219444,5.48,STAR M4III
HR 7218,49    Dra,285.1807916,55.65830556,5.48,STAR G5II
HR 6416,,259.7632916,-46.6338888,5.48,STAR G8V
HR 7113,112    Her,283.0682916,21.42530556,5.48,STAR B9II
HR 1428,81    Tau,67.66208333,15.69188889,5.48,STAR A5
HR 1877,,83.21379167,-38.5131111,5.48,STAR K2III
HR 8566,37    Peg,337.4917083,4.43169444,5.48,STAR F2V
HR 6047,9    Her,243.3142083,5.02111111,5.48,STAR
HR 6221,,251.6992083,-39.3771944,5.48,STAR K0III
HR 6968,,278.2079166,30.55419444,5.48,STAR B8IV
HR 3514,,132.4132916,-40.3206111,5.48,STAR A2IV
HR 5265,,210.595,-27.43,5.48,STAR K3III
HR 4839,,191.0020833,-28.3238888,5.48,STAR K4III
HR 4753,18    Com,187.3620833,24.10888889,5.48,STAR F5III
HR 6079,19    UMi,242.7062916,75.8775,5.48,STAR B8V
HR 3029,5    Pup,116.9862916,-12.1931111,5.48,STAR
HR 4625,,182.2270833,-41.2313888,5.48,STAR B3IV
HR 3770,,142.4770833,-26.5896944,5.48,STAR K3III
HR 157,,9.33791667,35.39938889,5.48,STAR G2II
HR 6793,,272.0092083,36.40138889,5.48,STAR K2III
HR 5541,,222.6232916,37.27188889,5.48,STAR K0III
HR 8729,51    Peg,344.3662083,20.76888889,5.49,STAR G2IV
HR 7336,27    Aql,290.1487083,-0.89219444,5.49,STAR B9III
HR 5730,Kap1Aps,232.8782916,-73.3893888,5.49,STAR B3IV
HR 2021,,87.40208333,-14.4836111,5.49,STAR
HR 7718,19    Vul,302.95,26.80888889,5.49,STAR K3II
HR 6077,,244.8862083,-30.9066944,5.49,STAR F6III
HR 6250,47    Her,252.5807916,7.24780556,5.49,STAR A3
HR 3014,,116.5092083,-6.7725,5.49,STAR K5III
HR 9012,20    Psc,356.9854166,-2.76169444,5.49,STAR G8III
HR 519,,26.52420833,-50.8163888,5.49,STAR M3III
HR 6961,24    Sgr,278.4729166,-24.0325,5.49,STAR K4I
HR 1990,130    Tau,86.85920833,17.72919444,5.49,STAR F0III
HR 7496,,295.8895833,-15.47,5.49,STAR F5IV
HR 4208,51    Leo,161.6020833,18.89138889,5.49,STAR
HR 8306,,325.7767083,41.155,5.49,STAR M2III
HR 1215,,59.11958333,35.08111111,5.49,STAR B1V
HR 3091,,118.5457916,-35.8775,5.49,STAR B2V
HR 8199,21    Aqr,321.3207916,-3.55669444,5.49,STAR K4III
HR 7062,Eta1CrA,282.2104166,-43.68,5.49,STAR A3V
HR 7640,,299.6582916,30.98361111,5.49,STAR B9V
HR 7506,10    Vul,295.9287083,25.77188889,5.49,STAR G8III
HR 881,,46.5325,79.41861111,5.49,STAR M1III
HR 8187,18    Aqr,321.0479166,-12.8781111,5.49,STAR F1V
HR 8862,Tau Oct,352.0154166,-87.4821944,5.49,STAR K2III
HR 847,43Sig Ari,42.87329167,15.08188889,5.49,STAR B7V
HR 6761,Iot Pav,272.6087916,-62.0021944,5.49,STAR G0V
HR 291,69Sig Psc,15.70458333,31.80438889,5.5,STAR B9V
HR 6959,,278.1804166,-14.8656111,5.5,STAR K3I
HR 2181,Pi 2Col,91.97041667,-42.1538888,5.5,STAR A0V
HR 599,3Eps Tri,30.74170833,33.28388889,5.5,STAR A2V
HR 8591,29Rho2Cep,337.4704166,78.82419444,5.5,STAR A3V
HR 6135,,248.5804166,-70.9881111,5.5,STAR K1III
HR 4081,28    LMi,156.0357916,33.71861111,5.5,STAR
HR 1022,64    Ari,51.07708333,24.72419444,5.5,STAR
HR 414,94    Psc,21.67370833,19.24030556,5.5,STAR K1III
HR 6060,18    Sco,243.9054166,-8.36938889,5.5,STAR G2V
HR 7211,,286.1045833,-31.0468888,5.5,STAR A0IV
HR 2092,Sig Col,89.08708333,-31.3825,5.5,STAR F2III
HR 1659,103    Tau,77.0275,24.26530556,5.5,STAR B2V
HR 293,Sig Scl,15.61,-31.5518888,5.5,STAR A2V
HR 213,58    Psc,11.75629167,11.97388889,5.5,STAR G8II
HR 5726,,230.6557916,39.58138889,5.5,STAR
HR 1737,,79.4175,-13.5196944,5.5,STAR
HR 5186,,206.7492083,38.54280556,5.5,STAR K0III
HR 3842,,144.5062916,-43.1911111,5.5,STAR G8II
HR 5412,,217.5357916,-45.3216944,5.5,STAR B8V
HR 8474,,332.6620833,70.13280556,5.5,STAR F2V
HR 5139,,204.2957916,71.24219444,5.5,STAR
HR 5678,,229.0957916,-22.3993888,5.5,STAR K5III
HR 8379,,329.8245833,-38.3953055,5.5,STAR K0III
HR 4062,,157.4229166,84.25219444,5.5,STAR F0IV
HR 6654,,267.5954166,29.32219444,5.5,STAR K1III
HR 5261,The Aps,211.3325,-76.7966944,5.5,STAR M6III
HR 5764,35Zet4Lib,233.23,-16.8528055,5.5,STAR B2V
HR 1283,43Ome1Tau,62.29170833,19.60919444,5.5,STAR K2III
HR 4462,,173.7367083,-49.1366944,5.5,STAR K1III
HR 1814,116    Tau,81.94,15.87419444,5.5,STAR B9V
HR 210,,11.54920833,-22.5218888,5.5,STAR G3V
HR 7933,,311.5837083,-39.1991944,5.5,STAR B8V
HR 3319,27    Cnc,126.6829166,12.65438889,5.5,STAR M3III
HR 1709,,78.68370833,5.15611111,5.5,STAR
HR 2674,,105.815,-59.1781111,5.5,STAR B9IV
HR 4739,,186.8695833,-58.9918888,5.5,STAR M4III
HR 4800,,189.0970833,59.48688889,5.5,STAR M4III
HR 2180,,92.24120833,-22.4275,5.5,STAR A0IV
HR 4305,,165.8120833,-11.3036111,5.5,STAR G7III
HR 1278,50    Per,62.1525,38.03969444,5.51,STAR F7V
HR 3277,,125.9520833,53.21969444,5.51,STAR A3V
HR 1532,58    Eri,71.90129167,-16.9343888,5.51,STAR G2V
HR 7123,,282.8957916,52.975,5.51,STAR G9IV
HR 1582,62    Eri,74.10079167,-5.17138889,5.51,STAR B6V
HR 8740,,344.8992083,-29.4621944,5.51,STAR A5
HR 147,Lam2Phe,8.92129167,-48.0008055,5.51,STAR F6V
HR 5857,,235.7112083,52.36080556,5.51,STAR B9
HR 6469,,260.4317083,39.97438889,5.51,STAR F9V
HR 26,34    Psc,2.50958333,11.14561111,5.51,STAR B9V
HR 8015,7    Aqr,314.225,-9.6975,5.51,STAR
HR 3462,,130.5667083,-48.0991944,5.51,STAR B1V
HR 8657,,341.4195833,-46.5475,5.51,STAR K2III
HR 5772,11    Ser,233.2412916,-1.18638889,5.51,STAR K0III
HR 666,67    Cet,34.24579167,-6.42219444,5.51,STAR G8III
HR 8202,,321.7567083,-42.5478055,5.51,STAR A0
HR 5709,1Omi CrB,230.0354166,29.61611111,5.51,STAR K0III
HR 6800,,272.6679166,3.32419444,5.51,STAR K2III
HR 4189,40    LMi,160.7575,26.32561111,5.51,STAR A4V
HR 587,,30.11208333,-8.52361111,5.51,STAR M3III
HR 8049,,314.8557916,59.43861111,5.51,STAR
HR 445,,23.23329167,-36.8653055,5.51,STAR K0III
HR 9010,,356.7579166,57.45138889,5.51,STAR K3II
HR 7921,49    Cyg,310.2607916,32.30719444,5.51,STAR G8II
HR 5173,86    Vir,206.4845833,-12.4266944,5.51,STAR G8III
HR 83,Pi  Tuc,5.1625,-69.625,5.51,STAR B9V
HR 8471,Psi Oct,334.4604166,-77.5116944,5.51,STAR F3III
HR 4,86    Peg,1.425,13.39611111,5.51,STAR G5III
HR 7282,,288.3145833,-12.2825,5.51,STAR
HR 3247,,123.3920833,-50.1961111,5.51,STAR M1III
HR 4952,The Mus,197.0292083,-65.3063888,5.51,STAR B0I
HR 6255,21    Oph,252.8537083,1.21611111,5.51,STAR A2V
HR 5609,,225.7754166,35.20580556,5.51,STAR
HR 6602,83    Her,265.6182916,24.56419444,5.52,STAR K4III
HR 7971,,312.7529166,-37.9133055,5.52,STAR K3II
HR 1012,62    Ari,50.54958333,27.6075,5.52,STAR G5III
HR 2016,135    Tau,87.62041667,14.30561111,5.52,STAR
HR 7711,18    Vul,302.6395833,26.90419444,5.52,STAR A3III
HR 5590,,225.3325,-2.755,5.52,STAR M0III
HR 4185,,160.0470833,-65.1006111,5.52,STAR B9
HR 2266,,94.55708333,-19.9668888,5.52,STAR B2V
HR 7398,,292.4675,-26.9856111,5.52,STAR K3III
HR 5762,,233.1529166,-19.6706111,5.52,STAR A2
HR 971,,48.83541667,30.55669444,5.52,STAR A1V
HR 1016,,50.35,-23.6353055,5.52,STAR G6II
HR 7601,,298.6295833,24.31938889,5.52,STAR A0III
HR 4319,65    Leo,166.7257916,1.95561111,5.52,STAR G9III
HR 1738,,80.06170833,41.08611111,5.52,STAR A3V
HR 3162,,120.6867083,-41.31,5.52,STAR B9
HR 7669,63Tau Aql,301.0345833,7.27811111,5.52,STAR
HR 330,80    Psc,17.0925,5.64969444,5.52,STAR F0III
HR 6151,The TrA,248.9367083,-65.4953055,5.52,STAR G8III
HR 8769,,346.2175,-68.8203055,5.52,STAR F4III
HR 3983,Mu 1Cha,150.1820833,-82.2146944,5.52,STAR A0IV
HR 6769,,271.9517083,-17.1541944,5.52,STAR K1III
HR 8907,Omi Gru,351.6525,-52.7216944,5.52,STAR F4V
HR 533,1    Per,27.99708333,55.1475,5.52,STAR B1V
HR 506,,25.62208333,-53.7406111,5.52,STAR F9V
HR 1025,Iot Hyi,48.99,-77.3883055,5.52,STAR F4III
HR 3466,,130.5787916,-53.1,5.52,STAR B8
HR 4165,,159.7737083,53.66830556,5.52,STAR K3III
HR 4433,86    Leo,172.6207916,18.40969444,5.52,STAR K0III
HR 8339,12    Cep,326.8554166,60.69280556,5.52,STAR M1III
HR 1555,5    Cam,73.76291667,55.25919444,5.52,STAR B9V
HR 7507,,296.505,-31.9086111,5.52,STAR B8V
HR 6594,,265.4945833,15.95188889,5.52,STAR F4V
HR 2418,,99.14708333,-5.21111111,5.52,STAR B8V
HR 2391,,98.40041667,14.15530556,5.53,STAR
HR 939,The Hyi,45.56420833,-71.9025,5.53,STAR B3V
HR 8963,75    Peg,354.4867083,18.40061111,5.53,STAR A1V
HR 7331,28    Aql,289.9137916,12.37469444,5.53,STAR F0III
HR 1513,,71.03329167,-18.6666944,5.53,STAR A3V
HR 8529,49    Aqr,335.8787916,-24.7625,5.53,STAR
HR 7166,,284.8492083,-12.8406111,5.53,STAR B5IV
HR 1121,22    Eri,55.15958333,-5.21061111,5.53,STAR B9III
HR 3180,,121.2667083,-53.1081111,5.53,STAR K3III
HR 22,87    Peg,2.26,18.21188889,5.53,STAR G9III
HR 8243,,322.7470833,60.45938889,5.53,STAR B1II
HR 2288,,95.15129167,-34.1438888,5.53,STAR B1V
HR 759,80    Cet,39.0,-7.83169444,5.53,STAR M0III
HR 6780,,272.5237083,-30.7286111,5.53,STAR K1II
HR 2263,,94.255,-37.7375,5.53,STAR K1III
HR 8333,Omi Ind,327.6962916,-69.6293888,5.53,STAR K2III
HR 8859,Phi Gru,349.5412916,-40.8243888,5.53,STAR F5V
HR 6184,16    Dra,249.0479166,52.90030556,5.53,STAR B9V
HR 5875,,237.2367083,-3.81861111,5.53,STAR A5IV
HR 3370,,126.8204166,-70.0933055,5.53,STAR A0V
HR 4564,95    Leo,178.9187083,15.64669444,5.53,STAR A3V
HR 5573,,224.3887083,-0.1675,5.53,STAR K1III
HR 9082,,0.33329167,-50.3371944,5.53,STAR M2III
HR 7622,11    Sge,299.4392083,16.78919444,5.53,STAR B9III
HR 7278,,289.3,-66.6613888,5.53,STAR A5V
HR 8487,,333.4554166,45.44080556,5.53,STAR A0III
HR 8262,,324.01,45.37469444,5.53,STAR M5III
HR 6397,,258.8304166,-33.5483055,5.53,STAR O7V
HR 2919,Eps Men,111.4082916,-79.0941944,5.53,STAR K2III
HR 7427,,292.8304166,50.30669444,5.53,STAR
HR 8069,Eta Mic,316.6062916,-41.3861111,5.53,STAR K3III
HR 8354,15    Peg,328.1245833,28.79330556,5.53,STAR F6IV
HR 1399,72    Tau,66.82291667,22.99638889,5.53,STAR B7V
HR 2667,,105.9887083,-43.6081111,5.54,STAR G3V
HR 6123,25    Her,246.3507916,37.39388889,5.54,STAR A5V
HR 5637,,227.8167083,-55.3461111,5.54,STAR G2I
HR 5222,,208.3867083,-35.6641944,5.54,STAR F4V
HR 5707,,230.2817083,-5.82469444,5.54,STAR K1III
HR 3216,,124.8842083,75.75688889,5.54,STAR G8III
HR 8401,30    Aqr,330.8182916,-6.5225,5.54,STAR K0III
HR 7789,25    Vul,305.5142083,24.44611111,5.54,STAR B8III
HR 1905,122    Tau,84.26579167,17.04030556,5.54,STAR F0V
HR 2911,,113.4625,-36.3383055,5.54,STAR B3V
HR 3202,18    Pup,122.6657916,-13.7991944,5.54,STAR F6V
HR 8373,17    Peg,329.235,12.07638889,5.54,STAR A2V
HR 6583,,265.7125,-36.9458055,5.54,STAR K5III
HR 5323,14    Boo,213.5217083,12.95938889,5.54,STAR F6IV
HR 3523,15    Hya,132.8937916,-7.17719444,5.54,STAR A4
HR 3324,,126.6745833,-12.5343888,5.54,STAR K2III
HR 712,11    Tri,36.86541667,31.80138889,5.54,STAR
HR 7092,,283.1129166,-46.5953055,5.54,STAR M0III
HR 8853,,349.1762083,53.21361111,5.54,STAR F7V
HR 5940,Phi Ser,239.3107916,14.41438889,5.54,STAR K1IV
HR 1006,Zet1Ret,49.4425,-62.5753055,5.54,STAR G2V
HR 6502,,261.7045833,20.08080556,5.54,STAR B5V
HR 1541,Mu  Men,70.76629167,-70.9311111,5.54,STAR B8II
HR 2863,,111.9967083,-29.1558055,5.54,STAR B9V
HR 6007,,242.4692083,-33.5458055,5.54,STAR B8V
HR 650,66    Cet,33.19791667,-2.39361111,5.54,STAR F8V
HR 7249,,287.0695833,-19.29,5.54,STAR B2V
HR 3673,,138.2317083,-59.4143888,5.54,STAR G6II
HR 1760,,80.70958333,41.02938889,5.54,STAR A3V
HR 4693,,185.0820833,26.61938889,5.54,STAR K2III
HR 1184,Rho For,56.98329167,-30.1678055,5.54,STAR G6III
HR 667,Pi 1Hyi,33.56120833,-67.8416944,5.55,STAR M1III
HR 4502,,175.3325,-43.0958055,5.55,STAR A0V
HR 5099,75    Vir,203.2154166,-15.3631111,5.55,STAR K1III
HR 1415,,67.13379167,1.38080556,5.55,STAR B3V
HR 3128,3    Cnc,120.1970833,17.30861111,5.55,STAR
HR 2660,,106.5482916,34.47388889,5.55,STAR G8IV
HR 266,,14.19620833,60.36280556,5.55,STAR B9IV
HR 6874,,275.8704166,-36.2383055,5.55,STAR K0III
HR 8035,,314.5812083,44.47169444,5.55,STAR K0III
HR 5959,50    Lib,240.1982916,-8.41138889,5.55,STAR A0V
HR 342,,17.85670833,64.20280556,5.55,STAR B9V
HR 8547,,337.1570833,-67.4891944,5.55,STAR A4V
HR 3886,,146.6267083,-44.755,5.55,STAR B2IV
HR 339,81Psi3Psc,17.455,19.65861111,5.55,STAR G0III
HR 8840,,348.8929166,-3.49638889,5.55,STAR A3V
HR 4862,,192.4370833,-71.9863888,5.55,STAR G8I
HR 6289,,254.575,-50.6411111,5.55,STAR B9IV
HR 7985,5    Aqr,313.0362916,-5.50688889,5.55,STAR B9III
HR 4957,,197.1354166,-8.98438889,5.55,STAR K3III
HR 9059,,359.2854166,55.70580556,5.55,STAR F1V
HR 3600,,135.3367083,-41.8643888,5.55,STAR B5V
HR 2332,48    Aur,97.14208333,30.49311111,5.55,STAR F8I
HR 8754,,345.3307916,-28.8536111,5.55,STAR K3III
HR 5444,,219.0792083,-46.2453055,5.55,STAR K3III
HR 9033,22    Psc,357.9912083,2.93030556,5.55,STAR K4III
HR 9085,,0.40379167,61.22311111,5.55,STAR F0III
HR 7804,,305.025,68.88030556,5.55,STAR M4III
HR 6409,,259.2654166,-32.6628055,5.55,STAR F6IV
HR 4587,,180.1854166,-10.4461111,5.55,STAR G8IV
HR 2335,,96.815,-0.27611111,5.55,STAR K5III
HR 2333,,96.835,2.90811111,5.55,STAR G9III
HR 8868,96    Aqr,349.85,-5.12438889,5.55,STAR F3IV
HR 1333,,65.04791667,50.92080556,5.55,STAR B1IV
HR 1849,10    Lep,82.78170833,-20.8636111,5.55,STAR A0V
HR 4701,70    UMa,185.2117083,57.86388889,5.55,STAR K5III
HR 2131,,90.31829167,-33.9116944,5.55,STAR K5III
HR 4735,,186.7154166,-32.83,5.55,STAR B9V
HR 328,79Psi2Psc,16.98829167,20.73919444,5.55,STAR A3V
HR 138,,8.42129167,-29.5583055,5.55,STAR K2III
HR 1150,25    Eri,56.23541667,-0.29669444,5.55,STAR K4III
HR 6544,,263.6932916,-11.2418888,5.55,STAR B8V
HR 7253,,286.6570833,28.62861111,5.55,STAR F0III
HR 3820,,144.1787916,31.16169444,5.56,STAR M2III
HR 461,,24.53170833,57.9775,5.56,STAR G5II
HR 7237,,286.2412083,31.74438889,5.56,STAR M0III
HR 8406,14    Cep,330.5192083,58.00061111,5.56,STAR O9V
HR 8894,,350.6354166,60.13361111,5.56,STAR K3II
HR 6227,,251.3437916,15.74530556,5.56,STAR M3III
HR 2183,,92.39291667,-14.5841944,5.56,STAR K2III
HR 2352,Pi 1Dor,95.65920833,-69.9841944,5.56,STAR K5III
HR 4118,Del Ant,157.3975,-30.6071944,5.56,STAR B9V
HR 2939,,115.3017083,48.13169444,5.56,STAR K0III
HR 899,5    Eri,44.92170833,-2.465,5.56,STAR B9V
HR 5308,,213.3182916,-53.6658055,5.56,STAR K5III
HR 6364,,256.5754166,22.08419444,5.56,STAR K3III
HR 3875,,145.9257916,-53.8916944,5.56,STAR A0IV
HR 958,,48.11,6.66080556,5.56,STAR K1III
HR 8832,,348.3207916,57.16830556,5.56,STAR K3V
HR 311,74Psi1Psc,16.42370833,21.46530556,5.56,STAR A0V
HR 5481,32    Boo,220.4312083,11.66061111,5.56,STAR G8III
HR 5362,,215.0404166,-43.0588888,5.56,STAR G8III
HR 8851,,348.9075,70.88811111,5.56,STAR F0IV
HR 6375,,257.45,-10.5233055,5.56,STAR F5IV
HR 7407,,292.3420833,14.59580556,5.56,STAR K0III
HR 3814,33    Hya,143.6362083,-5.915,5.56,STAR K1III
HR 8711,77    Aqr,343.6895833,-16.2718888,5.56,STAR K2III
HR 5376,,215.5820833,-34.7868888,5.56,STAR B8V
HR 2967,,115.5132916,14.20830556,5.56,STAR M3II
HR 2924,70    Gem,114.6367083,35.04861111,5.56,STAR K0III
HR 2013,,87.74208333,27.96780556,5.56,STAR
HR 1718,18    Ori,79.01708333,11.34138889,5.56,STAR A0V
HR 6421,,258.1357916,62.87438889,5.56,STAR F0IV
HR 5855,9Pi  CrB,235.9970833,32.51580556,5.56,STAR
HR 6173,,246.4295833,78.96388889,5.56,STAR F0V
HR 6034,,240.8804166,76.79361111,5.56,STAR A3V
HR 140,,8.61579167,-52.3731111,5.57,STAR F3IV
HR 3914,,147.7320833,-62.7453055,5.57,STAR K1III
HR 91,,6.065,52.02,5.57,STAR B5IV
HR 7969,,311.9554166,47.83188889,5.57,STAR K5III
HR 4573,,179.4170833,-62.4488888,5.57,STAR B3V
HR 981,,46.88329167,-78.9893888,5.57,STAR F2II
HR 8903,67    Peg,351.2117083,32.385,5.57,STAR B9III
HR 1115,12    Tau,54.96291667,3.05688889,5.57,STAR
HR 1289,,67.05420833,83.80780556,5.57,STAR B5V
HR 6202,,250.4737916,-19.9243888,5.57,STAR F4IV
HR 1113,,55.28291667,37.58,5.57,STAR B7V
HR 5627,47    Boo,226.3575,48.15111111,5.57,STAR A1V
HR 345,32    Cas,17.9225,65.01888889,5.57,STAR B9IV
HR 5994,Iot2Nor,242.3275,-57.9343888,5.57,STAR B9V
HR 1098,,53.99041667,-11.1936111,5.57,STAR
HR 4551,,178.0420833,-56.9878055,5.57,STAR A2V
HR 4092,,156.4345833,-7.05969444,5.57,STAR K5III
HR 220,,12.00458333,-21.7225,5.57,STAR B9V
HR 5729,Rho Oct,235.82,-84.4653055,5.57,STAR A2V
HR 7158,64    Ser,284.3192083,2.53530556,5.57,STAR B9III
HR 2082,,88.71879167,-39.9581111,5.57,STAR M0III
HR 8236,,323.3479166,-44.8486111,5.57,STAR K1III
HR 588,,29.91170833,-42.0306111,5.57,STAR K1III
HR 3661,,138.1275,-43.6136111,5.57,STAR B8V
HR 4408,81    Leo,171.4017083,16.45638889,5.57,STAR F2V
HR 159,,9.33629167,-24.7671944,5.57,STAR G8V
HR 5138,,204.8942083,10.74611111,5.57,STAR F0V
HR 7573,,298.0067083,24.99219444,5.57,STAR A1I
HR 7300,,288.8337083,15.08361111,5.57,STAR G8II
HR 8165,,320.2682916,23.85580556,5.57,STAR K1III
HR 463,102Pi  Psc,24.27458333,12.14169444,5.57,STAR F0V
HR 4329,,166.7079166,-70.8781111,5.57,STAR B2V
HR 4643,5    Com,183.0387916,20.54188889,5.57,STAR K0II
HR 1835,,82.06379167,-37.2306111,5.57,STAR A1V
HR 7135,,283.8645833,6.61530556,5.57,STAR K0III
HR 3304,22Phi1Cnc,126.6154166,27.89361111,5.57,STAR K5III
HR 7131,11Del1Lyr,283.4317083,36.97169444,5.58,STAR B2V
HR 4107,,156.7042083,-54.8775,5.58,STAR K3II
HR 6687,,268.9617083,22.46419444,5.58,STAR
HR 3279,,125.3382916,-20.0791944,5.58,STAR G2III
HR 3531,6    UMa,134.1562083,64.60388889,5.58,STAR G7III
HR 4117,,157.3707916,-29.6636111,5.58,STAR K5III
HR 8449,27Pi 1Peg,332.3067083,33.17219444,5.58,STAR G8III
HR 2203,,92.54291667,-40.3536111,5.58,STAR M2II
HR 7945,4    Cep,310.7957916,66.6575,5.58,STAR A8V
HR 8470,,333.435,-25.1808055,5.58,STAR F6III
HR 5859,,236.3479166,5.44688889,5.58,STAR A0V
HR 1529,,72.30329167,31.43719444,5.58,STAR K2III
HR 4779,,188.3929166,-12.8303055,5.58,STAR G8III
HR 317,28    Cet,16.52120833,-9.83938889,5.58,STAR A1V
HR 2721,,108.9587083,47.24,5.58,STAR G0V
HR 589,53    Cas,30.75120833,64.39,5.58,STAR B8I
HR 8562,36    Peg,337.2832916,9.12888889,5.58,STAR K5III
HR 473,,24.71579167,-21.2753055,5.58,STAR A4
HR 4123,,157.7492083,-13.5883055,5.58,STAR B9V
HR 4935,,195.9420833,-20.5831111,5.58,STAR F7V
HR 6807,,272.4957916,36.46638889,5.58,STAR G8III
HR 8390,28    Aqr,330.2707916,-0.605,5.58,STAR
HR 3726,,140.4620833,-42.195,5.58,STAR M1III
HR 3266,,124.5725,-35.4516944,5.58,STAR K2III
HR 7953,13    Del,311.9512916,6.00830556,5.58,STAR A0V
HR 6219,,251.8312916,-58.3413888,5.58,STAR B0I
HR 7769,36    Cyg,304.6192083,37.0,5.58,STAR A2V
HR 395,47    And,20.91920833,37.715,5.58,STAR A2V
HR 4236,42    UMa,162.8487916,59.32,5.58,STAR K2III
HR 4137,34    LMi,158.3787916,34.98861111,5.58,STAR A2V
